Aviso;Fecha;Ubicación técnica;Ce.coste;Equipo;IniAvería;FinAvería;HIniAver;HFinAver; DurParada;Un.;Cl.;Creado el;Autor aviso;Orden;Cierre;PerfCatál;IntRespEj;Ejecutante
10066032;09.07.2024;SPEQ-TEMA-RT25;13254;12004607;09.07.2024;09.07.2024;10:45:00;14:00:00;3,25;H;A1;09.07.2024;LUISM;100026568;21.07.2024;GRURTG;10001665;47
10066033;09.07.2024;SPEQ-TEMA-RT35;13254;12004681;09.07.2024;09.07.2024;6:59:00;7:06:00;0,12;H;A1;09.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066034;09.07.2024;SPEQ-TEMA-TL01;13294;12002211;09.07.2024;09.07.2024;9:25:00;9:49:00;0,4;H;A1;09.07.2024;LUISM;;20.07.2024;TRULIFT;10000181;47
10066035;09.07.2024;SPEQ-TEMA-T106;13264;12003401;09.07.2024;09.07.2024;10:42:00;11:00:00;0,3;H;A1;09.07.2024;LUISM;;20.07.2024;TRACTERM;10000181;47
10066036;09.07.2024;SPEQ-TEMA-RT30;13254;12004676;09.07.2024;09.07.2024;10:57:00;13:30:00;2,55;H;A1;09.07.2024;LUISM;;21.07.2024;GRURTG;10000177;47
10066037;09.07.2024;SPEQ-TEMA-RT39;13255;12003615;09.07.2024;09.07.2024;8:30:00;9:00:00;0,5;H;A1;09.07.2024;EDWARS;;11.07.2024;SPREADER;10000504;47
10066038;10.07.2024;SPEQ-TEMA-RT24;13254;12002968;10.07.2024;10.07.2024;1:29:00;2:01:00;0,53;H;A1;10.07.2024;YANO;;10.07.2024;SPREADER;10001793;47
10066039;10.07.2024;SPEQ-TEMA-T084;13264;12003379;10.07.2024;10.07.2024;7:00:00;8:00:00;1;H;A1;10.07.2024;EDWARS;100026569;22.07.2024;TRACTERM;222;47
10066040;10.07.2024;SPEQ-TEMA-EC06;13293;12002209;10.07.2024;10.07.2024;6:50:00;10:00:00;3,17;H;A1;10.07.2024;EDWARS;100026614;23.07.2024;EMPTY;10001437;47
10066041;10.07.2024;SPEQ-TEMA-T066;13263;12002194;10.07.2024;10.07.2024;13:00:00;13:35:00;0,58;H;A1;10.07.2024;EDWARS;100026570;22.07.2024;TRACTERM;10001437;47
10066042;10.07.2024;SPEQ-TEMA-RS07;13245;12002431;10.07.2024;10.07.2024;12:10:00;14:00:00;1,83;H;A1;10.07.2024;EDWARS;100026571;22.07.2024;SPRE-TER;47;47
10066043;10.07.2024;SPEQ-TEMA-RS07;13245;12002227;10.07.2024;10.07.2024;17:00:00;18:10:00;1,17;H;A1;10.07.2024;LUISM;100026572;21.07.2024;REASTAKE;10000181;47
10066044;10.07.2024;SPEQ-TEMA-RT35;13254;12004681;10.07.2024;10.07.2024;15:08:00;15:11:00;0,05;H;A1;10.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066045;11.07.2024;SPEQ-TEMA-RT33;13254;12006215;10.07.2024;10.07.2024;21:00:00;23:18:00;2,3;H;A1;11.07.2024;YANO;100026573;25.07.2024;GRUSTS;10000660;47
10066046;11.07.2024;SPEQ-TEMA-T095;13264;12003390;10.07.2024;10.07.2024;22:28:00;22:39:00;0,18;H;A1;11.07.2024;YANO;;11.07.2024;TRACTERM;10001114;47
10066047;11.07.2024;SPEQ-TEMA-RT39;13255;12003690;10.07.2024;10.07.2024;21:30:00;22:39:00;1,15;H;A1;11.07.2024;YANO;;11.07.2024;GRURTG;10000660;47
10066048;11.07.2024;SPEQ-TEMA-RT40;13255;12003691;10.07.2024;10.07.2024;21:30:00;22:00:00;0,5;H;A1;11.07.2024;YANO;;11.07.2024;GRURTG;10000660;47
10066049;11.07.2024;SPEQ-TEMA-RT42;13255;12003693;10.07.2024;10.07.2024;21:30:00;22:05:00;0,58;H;A1;11.07.2024;YANO;;11.07.2024;GRURTG;10000660;47
10066050;11.07.2024;SPEQ-TEMA-GP12;13222;12003644;10.07.2024;11.07.2024;23:26:00;0:01:00;0,58;H;A1;11.07.2024;YANO;;11.07.2024;GRUSTS;10000398;47
10066051;11.07.2024;SPEQ-TEMA-GP13;13223;12003666;10.07.2024;10.07.2024;23:26:00;23:50:00;0,4;H;A1;11.07.2024;YANO;;11.07.2024;GRUSTS;10000660;47
10066052;11.07.2024;SPEQ-TEMA-RT27;13254;12003003;11.07.2024;;13:21:10;0:00:00;0;H;A1;11.07.2024;BAYRONO;100026574;;MOTODIES;10000504;47
10066053;11.07.2024;SPEQ-TEMA-RS02;13245;12002250;11.07.2024;;14:18:30;0:00:00;0;H;A1;11.07.2024;BAYRONO;100026575;;M-DIES-T;10000951;47
10066054;11.07.2024;SPEQ-TEMA-RT27;13254;12002952;11.07.2024;11.07.2024;14:22:37;14:48:00;0,42;H;A1;11.07.2024;DOUGLASB;;15.07.2024;MOTOELEC;10000774;142
10066055;12.07.2024;SPEQ-TEMA-TL01;13294;12002211;12.07.2024;12.07.2024;0:40:00;1:00:00;0,33;H;A1;12.07.2024;LUISM;100026576;20.07.2024;TRULIFT;10000181;47
10066056;12.07.2024;SPEQ-TEMA-TL09;13294;12003720;12.07.2024;12.07.2024;0:00:00;0:40:00;0,67;H;A1;12.07.2024;LUISM;;20.07.2024;TRULIFT;10000181;47
10066057;12.07.2024;SPEQ-TEMA-TL04;13294;12002214;11.07.2024;12.07.2024;22:00:00;5:00:00;7;H;A1;12.07.2024;LUISM;;20.07.2024;TRULIFT;10000181;47
10066058;12.07.2024;SPEQ-TEMA-RT35;13254;12005635;12.07.2024;12.07.2024;8:34:02;9:00:00;0,43;H;A1;12.07.2024;DOUGLASB;100026577;15.07.2024;GRURTG;10001765;142
10066059;12.07.2024;SPEQ-TEMA-TL05-MOT;13294;12004370;12.07.2024;12.07.2024;17:20:00;19:30:00;2,17;H;A1;12.07.2024;EDWARS;100026578;22.07.2024;M-DIES-T;10001437;47
10066060;12.07.2024;SPEQ-TEMA-TL02;13294;12002212;12.07.2024;12.07.2024;17:30:00;19:20:00;1,83;H;A1;12.07.2024;EDWARS;;22.07.2024;TRULIFT;10001437;47
10066061;12.07.2024;SPEQ-TEMA-TL04;13294;12002214;12.07.2024;12.07.2024;17:45:00;18:00:00;0,25;H;A1;12.07.2024;EDWARS;;22.07.2024;TRULIFT;10000504;47
10066062;13.07.2024;SPEQ-TEMA-GP07;13217;12003054;12.07.2024;12.07.2024;21:49:00;21:59:00;0,17;H;A1;13.07.2024;LUISM;;21.07.2024;GRUSTS;10000177;47
10066063;13.07.2024;SPEQ-TEMA-GP07;13217;12003054;12.07.2024;12.07.2024;22:09:00;22:15:00;0,1;H;A1;13.07.2024;LUISM;;21.07.2024;GRUSTS;10000177;47
10066064;13.07.2024;SPEQ-TEMA-GP07;13217;12003054;12.07.2024;12.07.2024;22:16:00;22:18:00;0,03;H;A1;13.07.2024;LUISM;;21.07.2024;GRUSTS;10000177;47
10066065;13.07.2024;SPEQ-TEMA-RT30;13254;12002040;12.07.2024;12.07.2024;21:56:00;22:53:00;0,95;H;A1;13.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066066;13.07.2024;SPEQ-TEMA-GP08;13218;12003076;13.07.2024;13.07.2024;2:38:00;2:48:00;0,17;H;A1;13.07.2024;LUISM;;21.07.2024;GRUSTS;10000177;47
10066067;13.07.2024;SPEQ-TEMA-T097-MOT;13264;12003564;13.07.2024;13.07.2024;4:30:00;4:44:00;0,23;H;A1;13.07.2024;LUISM;;20.07.2024;M-DIES-T;10000181;47
10066068;13.07.2024;SPEQ-TEMA-TL05;13294;12002215;13.07.2024;13.07.2024;10:40:04;12:00:00;1,33;H;A1;13.07.2024;DOUGLASB;100026615;30.07.2024;TRULIFT;30000247;142
10066069;13.07.2024;SPEQ-TEMA-RS13;13246;12002233;13.07.2024;13.07.2024;10:26:28;10:58:00;0,53;H;A1;13.07.2024;DOUGLASB;;15.07.2024;REASTAKE;30000247;142
10066070;13.07.2024;SPEQ-TEMA-RS07;13245;12002255;13.07.2024;13.07.2024;18:12:00;22:30:00;4,3;H;A1;13.07.2024;YANO;100026579;25.07.2024;M-DIES-T;10000398;47
10066071;13.07.2024;SPEQ-TEMA-RT36;13254;12004746;13.07.2024;13.07.2024;17:05:00;17:18:00;0,22;H;A1;13.07.2024;YANO;;13.07.2024;GRURTG;10000660;47
10066072;13.07.2024;SPEQ-TEMA-RT38;13255;12004619;13.07.2024;13.07.2024;15:58:00;16:17:00;0,32;H;A1;13.07.2024;YANO;;13.07.2024;GRURTG;10000660;47
10066073;13.07.2024;SPEQ-TEMA-RS04;13245;12002428;13.07.2024;13.07.2024;20:27:00;20:50:00;0,38;H;A1;13.07.2024;YANO;;25.07.2024;SPRE-TER;10001114;47
10066074;14.07.2024;SPEQ-TEMA-GP12;13222;12003611;14.07.2024;14.07.2024;5:41:00;6:02:00;0,35;H;A1;14.07.2024;EDWARS;;22.07.2024;SPREADER;222;47
10066075;14.07.2024;SPEQ-TEMA-TL03;13294;12002213;14.07.2024;14.07.2024;7:43:00;8:05:00;0,37;H;A1;14.07.2024;YANO;100026580;14.07.2024;TRULIFT;10000398;47
10066076;14.07.2024;SPEQ-TEMA-RT27;13254;12004641;14.07.2024;14.07.2024;8:28:00;9:01:00;0,55;H;A1;14.07.2024;YANO;100026581;14.07.2024;GRURTG;10000660;47
10066077;14.07.2024;SPEQ-TEMA-RT27;13254;12004641;14.07.2024;14.07.2024;8:16:00;8:27:00;0,18;H;A1;14.07.2024;YANO;;14.07.2024;GRURTG;10000660;47
10066078;14.07.2024;SPEQ-TEMA-RT36;13254;12004746;14.07.2024;14.07.2024;8:52:00;8:56:00;0,07;H;A1;14.07.2024;YANO;;14.07.2024;GRURTG;10000660;47
10066079;14.07.2024;SPEQ-TEMA-RT35;13254;12004617;14.07.2024;14.07.2024;7:22:00;7:29:00;0,12;H;A1;14.07.2024;YANO;;14.07.2024;GRURTG;10001793;47
10066080;14.07.2024;SPEQ-TEMA-RS13;13246;12002233;14.07.2024;;10:19:38;0:00:00;0;H;A1;14.07.2024;YANO;;14.07.2024;REASTAKE;10001114;47
10066081;14.07.2024;SPEQ-TEMA-RT36;13254;12002980;14.07.2024;14.07.2024;7:23:00;7:37:00;0,23;H;A1;14.07.2024;YANO;;25.07.2024;SPREADER;10000660;47
10066082;14.07.2024;SPEQ-TEMA-GP13;13223;12003663;14.07.2024;14.07.2024;10:53:00;11:00:00;0,12;H;A1;14.07.2024;YANO;;14.07.2024;GRUSTS;10000398;47
10066083;14.07.2024;SPEQ-TEMA-GP11;13221;12003640;14.07.2024;14.07.2024;12:43:00;12:56:00;0,22;H;A1;14.07.2024;YANO;;14.07.2024;GRUSTS;10000398;47
10066084;14.07.2024;SPEQ-TEMA-GP11;13221;12003625;14.07.2024;14.07.2024;17:37:48;18:00:00;0;H;A1;14.07.2024;DOUGLASB;100026582;15.07.2024;GRUSTS;30000247;142
10066085;14.07.2024;SPEQ-TEMA-T054;13263;12002182;14.07.2024;14.07.2024;18:36:57;19:00:00;0,38;H;A1;14.07.2024;DOUGLASB;100026583;15.07.2024;TRACTERM;30000247;142
10066086;15.07.2024;SPEQ-TEMA-TL09-MOT;13294;12004421;15.07.2024;;14:43:30;0:00:00;0;H;A1;15.07.2024;YANO;100026584;;M-DIES-T;10001114;47
10066087;15.07.2024;SPEQ-TEMA-GP08;13218;12003085;15.07.2024;15.07.2024;14:46:00;16:00:00;1,23;H;A1;15.07.2024;YANO;100026585;24.07.2024;GRUSTS;10000221;47
10066088;12.07.2024;SPEQ-TEMA-TL04;13294;12002214;12.07.2024;22.07.2024;16:40:55;17:00:00;240,32;H;A1;15.07.2024;BAYRONO;100026586;31.07.2024;TRULIFT;10000951;47
10066089;14.07.2024;SPEQ-TEMA-TL03;13294;12002213;14.07.2024;17.07.2024;16:43:52;17:00:00;24;H;A1;15.07.2024;BAYRONO;100026587;05.08.2024;TRULIFT;10000774;47
10066090;15.07.2024;SPEQ-TEMA-T094;13264;12003389;15.07.2024;15.07.2024;15:20:00;15:40:00;0,33;H;A1;15.07.2024;LUISM;;20.07.2024;TRACTERM;10000181;47
10066091;15.07.2024;SPEQ-TEMA-T077;13264;12003372;15.07.2024;15.07.2024;15:50:00;16:10:00;0,33;H;A1;15.07.2024;LUISM;;20.07.2024;TRACTERM;10000181;47
10066092;16.07.2024;SPEQ-TEMA-T074;13263;;16.07.2024;16.07.2024;7:15:00;7:50:00;0,58;H;A1;16.07.2024;LUISM;100026588;20.07.2024;T-AVERIA;10000181;47
10066093;16.07.2024;SPEQ-TEMA-EC06;13293;12002209;16.07.2024;16.07.2024;7:30:00;12:00:00;4,5;H;A1;16.07.2024;LUISM;100026589;20.07.2024;EMPTY;10000177;47
10066094;16.07.2024;SPEQ-TEMA-RT38;13255;12004619;16.07.2024;16.07.2024;8:45:00;11:45:00;3;H;A1;16.07.2024;LUISM;100026590;21.07.2024;GRURTG;10001665;47
10066095;16.07.2024;SPEQ-TEMA-RS13;13246;12002928;16.07.2024;16.07.2024;11:10:00;12:30:00;1,33;H;A1;16.07.2024;LUISM;100026591;21.07.2024;SPRE-TER;10000181;47
10066096;16.07.2024;SPEQ-TEMA-RT35;13254;12005635;16.07.2024;16.07.2024;6:10:00;6:30:00;0,33;H;A1;16.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066097;16.07.2024;SPEQ-TEMA-RT38;13255;12004619;16.07.2024;16.07.2024;6:00:00;6:34:00;0,57;H;A1;16.07.2024;LUISM;;21.07.2024;GRURTG;10001665;47
10066098;16.07.2024;SPEQ-TEMA-T084-MOT;13264;12003551;16.07.2024;16.07.2024;10:00:00;10:15:00;0,25;H;A1;16.07.2024;LUISM;;20.07.2024;M-DIES-T;10000181;47
10066099;16.07.2024;SPEQ-TEMA-RT33;13254;12004807;16.07.2024;16.07.2024;10:49:00;11:40:00;0,85;H;A1;16.07.2024;LUISM;100026592;21.07.2024;GRURTG;10000481;47
10066100;16.07.2024;SPEQ-TEMA-EC06-MOT;13293;12002247;16.07.2024;16.07.2024;13:40:00;14:00:00;0,33;H;A1;16.07.2024;LUISM;100026593;20.07.2024;M-DIES-T;10000181;47
10066101;16.07.2024;SPEQ-TEMA-RS02;13245;12002250;16.07.2024;16.07.2024;14:37:00;14:58:00;0,35;H;A1;16.07.2024;YANO;100026594;25.07.2024;M-DIES-T;10001114;47
10066102;16.07.2024;SPEQ-TEMA-RT42;13255;12004655;16.07.2024;16.07.2024;20:24:00;20:30:00;0,1;H;A1;16.07.2024;YANO;;16.07.2024;GRURTG;10000660;47
10066103;16.07.2024;SPEQ-TEMA-RS04;13245;12002252;16.07.2024;16.07.2024;18:59:00;19:31:00;0,53;H;A1;16.07.2024;YANO;;16.07.2024;M-DIES-T;10001114;47
10066104;16.07.2024;SPEQ-TEMA-RS04;13245;12002252;16.07.2024;16.07.2024;22:28:40;23:00:00;0,52;H;A1;16.07.2024;DOUGLASB;100026595;22.07.2024;M-DIES-T;30000247;142
10066105;17.07.2024;SPEQ-TEMA-TL07-MOT;13294;12004411;17.07.2024;17.07.2024;7:40:00;10:12:00;2,53;H;A1;17.07.2024;LUISM;100026596;20.07.2024;M-DIES-T;10000181;47
10066106;17.07.2024;SPEQ-TEMA-T100-MOT;13264;12003567;17.07.2024;17.07.2024;9:30:00;11:00:00;1,5;H;A1;17.07.2024;LUISM;100026597;20.07.2024;M-DIES-T;10001665;47
10066107;17.07.2024;SPEQ-TEMA-T068-TRAN;13263;12003039;17.07.2024;17.07.2024;10:20:00;10:55:00;0,58;H;A1;17.07.2024;LUISM;100026598;20.07.2024;TTTRANS;10000181;47
10066108;17.07.2024;SPEQ-TEMA-RT33;13254;12004615;17.07.2024;17.07.2024;10:23:00;10:30:00;0,12;H;A1;17.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066109;17.07.2024;SPEQ-TEMA-T075-MOT;13263;12003542;17.07.2024;17.07.2024;13:35:00;13:42:00;0,12;H;A1;17.07.2024;LUISM;;20.07.2024;M-DIES-T;10000181;47
10066110;17.07.2024;SPEQ-TEMA-TL05;13294;12002215;17.07.2024;17.07.2024;10:20:00;10:50:00;0,5;H;A1;17.07.2024;EDWARS;100026599;22.07.2024;TRULIFT;10001437;142
10066111;17.07.2024;SPEQ-TEMA-RS07;13245;12002227;17.07.2024;17.07.2024;19:00:00;19:30:00;0,5;H;A1;17.07.2024;EDWARS;100026600;22.07.2024;REASTAKE;10001437;47
10066112;17.07.2024;SPEQ-TEMA-RT42;13255;12003693;17.07.2024;17.07.2024;14:30:00;15:00:00;0,5;H;A1;17.07.2024;EDWARS;;22.07.2024;GRURTG;10000504;47
10066113;17.07.2024;SPEQ-TEMA-T101;13264;12003396;17.07.2024;17.07.2024;21:49:00;22:16:00;0,45;H;A1;17.07.2024;YANO;100026601;25.07.2024;TRACTERM;10001114;47
10066114;18.07.2024;SPEQ-TEMA-GP12;13222;12003611;18.07.2024;18.07.2024;0:11:00;0:22:00;0,18;H;A1;18.07.2024;YANO;;18.07.2024;SPREADER;10000398;47
10066115;18.07.2024;SPEQ-TEMA-T079-MOT;13264;12003546;18.07.2024;;5:45:46;0:00:00;0;H;A1;18.07.2024;YANO;;;M-DIES-T;;47
10066116;18.07.2024;SPEQ-TEMA-T032-MOT;13262;12002370;18.07.2024;18.07.2024;4:12:00;4:24:00;0,2;H;A1;18.07.2024;YANO;;18.07.2024;M-DIES-T;10001793;47
10066117;18.07.2024;SPEQ-TEMA-EC06;13293;12002209;18.07.2024;18.07.2024;7:30:00;8:30:00;1;H;A1;18.07.2024;EDWARS;100026602;22.07.2024;EMPTY;10001437;47
10066118;18.07.2024;SPEQ-TEMA-EC06;13293;12002209;18.07.2024;18.07.2024;13:30:00;14:00:00;0,5;H;A1;18.07.2024;EDWARS;;22.07.2024;EMPTY;10000504;47
10066119;18.07.2024;SPEQ-TEMA-RS07;13245;12002227;18.07.2024;18.07.2024;10:45:00;11:30:00;0,75;H;A1;18.07.2024;EDWARS;;22.07.2024;REASTAKE;222;47
10066120;18.07.2024;SPEQ-TEMA-T034-MOT;13262;12002372;18.07.2024;18.07.2024;15:45:00;20:00:00;4,25;H;A1;18.07.2024;LUISM;100026603;21.07.2024;M-DIES-T;10000181;47
10066121;18.07.2024;SPEQ-TEMA-RT41;13255;12004686;18.07.2024;18.07.2024;14:50:00;15:02:00;0,2;H;A1;18.07.2024;LUISM;;21.07.2024;GRURTG;10001665;47
10066122;18.07.2024;SPEQ-TEMA-RT36;13254;12004714;18.07.2024;18.07.2024;15:26:00;15:30:00;0,07;H;A1;18.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066123;18.07.2024;SPEQ-TEMA-T037-MOT;13262;12002375;18.07.2024;18.07.2024;16:30:00;16:45:00;0,25;H;A1;18.07.2024;LUISM;;20.07.2024;M-DIES-T;10000181;47
10066124;18.07.2024;SPEQ-TEMA-T026-MOT;13262;12002363;18.07.2024;18.07.2024;19:00:00;19:20:00;0,33;H;A1;18.07.2024;LUISM;;21.07.2024;M-DIES-T;10000181;47
10066125;19.07.2024;SPEQ-TEMA-T045-MOT;13262;12002384;19.07.2024;19.07.2024;0:50:00;2:49:00;1,98;H;A1;19.07.2024;YANO;100026604;19.07.2024;M-DIES-T;10001114;47
10066126;19.07.2024;SPEQ-TEMA-P038;13281;12002087;19.07.2024;19.07.2024;0:23:00;0:49:00;0,43;H;A1;19.07.2024;YANO;;19.07.2024;PLATAFOR;10001114;47
10066127;19.07.2024;SPEQ-TEMA-T096-MOT;13264;12003563;19.07.2024;19.07.2024;1:11:00;1:43:00;0,53;H;A1;19.07.2024;YANO;;19.07.2024;M-DIES-T;10001793;47
10066128;19.07.2024;SPEQ-TEMA-TL02;13294;12002212;19.07.2024;19.07.2024;1:36:00;1:52:00;0,27;H;A1;19.07.2024;YANO;;19.07.2024;TRULIFT;10001793;47
10066129;20.07.2024;SPEQ-TEMA-RS13;13246;12002928;19.07.2024;20.07.2024;21:30:00;6:00:00;8,5;H;A1;20.07.2024;LUISM;100026605;21.07.2024;SPRE-TER;10000181;47
10066130;20.07.2024;SPEQ-TEMA-RT42;13255;12004623;19.07.2024;19.07.2024;21:05:00;21:10:00;0,08;H;A1;20.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066131;20.07.2024;SPEQ-TEMA-RT33;13254;12005634;19.07.2024;19.07.2024;22:14:00;22:24:00;0,17;H;A1;20.07.2024;LUISM;;21.07.2024;GRURTG;10000481;47
10066132;20.07.2024;SPEQ-TEMA-T027-MOT;13262;12002364;19.07.2024;19.07.2024;23:00:00;23:15:00;0,25;H;A1;20.07.2024;LUISM;;21.07.2024;M-DIES-T;10000181;47
10066133;20.07.2024;SPEQ-TEMA-T096-MOT;13264;12003563;20.07.2024;20.07.2024;4:30:00;4:43:00;0,22;H;A1;20.07.2024;LUISM;;20.07.2024;M-DIES-T;10000181;47
10066134;20.07.2024;SPEQ-TEMA-T096-MOT;13264;12003563;20.07.2024;20.07.2024;9:07:30;11:00:00;1,88;H;A1;20.07.2024;DOUGLASB;;22.07.2024;M-DIES-T;10000774;142
10066135;20.07.2024;SPEQ-TEMA-GP07;13217;12003072;20.07.2024;20.07.2024;11:12:52;11:17:00;0,07;H;A1;20.07.2024;DOUGLASB;;22.07.2024;SPREADER;10000774;142
10066136;20.07.2024;SPEQ-TEMA-GP10;13220;12003120;20.07.2024;20.07.2024;15:14:00;15:45:00;0,52;H;A1;20.07.2024;EDWARS;;22.07.2024;GRUSTS;10001664;47
10066137;20.07.2024;SPEQ-TEMA-GP11;13221;12005972;20.07.2024;20.07.2024;17:40:00;18:05:00;0,42;H;A1;20.07.2024;EDWARS;;22.07.2024;GRUSTS;10000504;47
10066138;20.07.2024;SPEQ-TEMA-GP11;13221;12003664;20.07.2024;20.07.2024;18:25:00;18:31:00;0,1;H;A1;20.07.2024;EDWARS;;22.07.2024;GRUSTS;10001664;47
10066139;21.07.2024;SPEQ-TEMA-RT35;13254;12004681;20.07.2024;20.07.2024;22:45:00;22:55:00;0,17;H;A1;21.07.2024;LUISM;;31.07.2024;GRURTG;10001665;47
10066140;21.07.2024;SPEQ-TEMA-RT36;13254;12004714;21.07.2024;21.07.2024;1:12:00;1:51:00;0,65;H;A1;21.07.2024;LUISM;;31.07.2024;GRURTG;10000481;47
10066141;21.07.2024;SPEQ-TEMA-GP12;13222;12003611;21.07.2024;21.07.2024;0:24:00;0:31:00;0,12;H;A1;21.07.2024;LUISM;;31.07.2024;SPREADER;10000177;47
10066142;21.07.2024;SPEQ-TEMA-RS02;13245;12002426;21.07.2024;21.07.2024;15:46:00;15:57:00;0,18;H;A1;21.07.2024;YANO;;21.07.2024;SPRE-TER;10001114;47
10066143;22.07.2024;SPEQ-TEMA-TL02;13294;12002212;22.07.2024;22.07.2024;1:10:00;1:35:00;0,42;H;A1;22.07.2024;EDWARS;100026606;30.07.2024;TRULIFT;10001437;47
10066144;22.07.2024;SPEQ-TEMA-T107-TRAN;13264;12004402;22.07.2024;22.07.2024;7:45:00;8:14:00;0,48;H;A1;22.07.2024;YANO;100026607;22.07.2024;TTTRANS;10001114;47
10066145;22.07.2024;SPEQ-TEMA-TL05;13294;12002215;22.07.2024;;8:13:43;0:00:00;0;H;A1;22.07.2024;YANO;100026608;22.07.2024;TRULIFT;10000398;47
10066146;22.07.2024;SPEQ-TEMA-RT30;13254;12006089;22.07.2024;22.07.2024;7:25:00;7:47:00;0,37;H;A1;22.07.2024;YANO;100026609;25.07.2024;GRURTG;10000660;47
10066147;22.07.2024;SPEQ-TEMA-TL02;13294;12002212;22.07.2024;;10:49:18;0:00:00;0;H;A1;22.07.2024;YANO;100026610;;TRULIFT;;47
10066148;22.07.2024;SPEQ-TEMA-RT41;13255;12004750;22.07.2024;22.07.2024;11:51:00;11:58:00;0,12;H;A1;22.07.2024;YANO;;22.07.2024;GRURTG;10000660;47
10066149;22.07.2024;SPEQ-TEMA-RT33;13254;12004615;22.07.2024;22.07.2024;11:55:00;12:11:00;0,27;H;A1;22.07.2024;YANO;;22.07.2024;GRURTG;10000660;47
10066150;22.07.2024;SPEQ-TEMA-TL05;13294;12002215;22.07.2024;22.07.2024;14:06:11;17:00:00;2,9;H;A1;22.07.2024;DOUGLASB;;23.07.2024;TRULIFT;30000247;142
10066151;22.07.2024;SPEQ-TEMA-T096-MOT;13264;12003563;22.07.2024;22.07.2024;18:07:21;18:33:00;0,43;H;A1;22.07.2024;DOUGLASB;;23.07.2024;M-DIES-T;246;142
10066152;22.07.2024;SPEQ-TEMA-T096-MOT;13264;12003563;22.07.2024;22.07.2024;18:07:21;18:33:00;0,43;H;A1;22.07.2024;DOUGLASB;;23.07.2024;M-DIES-T;246;142
10066153;23.07.2024;SPEQ-TEMA-TL04;13294;12002214;23.07.2024;23.07.2024;1:19:22;2:00:00;0,68;H;A1;23.07.2024;EDWARS;100026611;30.07.2024;TRULIFT;10001437;47
10066154;23.07.2024;SPEQ-TEMA-RS05;13245;12002225;23.07.2024;23.07.2024;10:53:00;13:50:00;2,95;H;A1;23.07.2024;YANO;100026612;25.07.2024;REASTAKE;10001114;47
10066155;23.07.2024;SPEQ-TEMA-T098-MOT;13264;12003565;23.07.2024;23.07.2024;9:37:00;9:46:00;0,15;H;A1;23.07.2024;YANO;;23.07.2024;M-DIES-T;10001793;47
10066156;23.07.2024;SPEQ-TEMA-T055-MOT;13263;12003522;23.07.2024;23.07.2024;10:43:00;11:11:00;0,47;H;A1;23.07.2024;YANO;;23.07.2024;M-DIES-T;10001793;47
10066157;23.07.2024;SPEQ-TEMA-T026;13262;12002154;23.07.2024;23.07.2024;7:45:00;10:49:00;3,07;H;A1;23.07.2024;YANO;;23.07.2024;TRACTERM;10001114;47
10066158;23.07.2024;SPEQ-TEMA-RT30;13254;12004740;23.07.2024;23.07.2024;11:06:00;11:10:00;0,07;H;A1;23.07.2024;YANO;;23.07.2024;GRURTG;10000660;47
10066159;23.07.2024;SPEQ-TEMA-RT35;13254;12004617;23.07.2024;23.07.2024;13:17:00;13:27:00;0,17;H;A1;23.07.2024;YANO;;23.07.2024;GRURTG;10001793;47
10066160;23.07.2024;SPEQ-TEMA-TL02;13294;12002212;23.07.2024;23.07.2024;14:26:00;20:00:00;5,57;H;A1;23.07.2024;LUISM;100026613;29.07.2024;TRULIFT;10000181;47
10066161;23.07.2024;SPEQ-TEMA-T059;13263;12002187;23.07.2024;23.07.2024;17:10:00;19:15:00;2,08;H;A1;23.07.2024;LUISM;100026616;29.07.2024;TRACTERM;10001665;47
10066162;23.07.2024;SPEQ-TEMA-T107-MOT;13264;12003574;23.07.2024;23.07.2024;14:36:00;14:47:00;0,18;H;A1;23.07.2024;LUISM;;29.07.2024;M-DIES-T;10000181;47
10066163;23.07.2024;SPEQ-TEMA-EC06;13293;12002209;23.07.2024;23.07.2024;20:10:00;20:50:00;0,67;H;A1;23.07.2024;LUISM;100026622;29.07.2024;EMPTY;10000181;47
10066164;23.07.2024;SPEQ-TEMA-RS07;13245;12002227;23.07.2024;23.07.2024;22:48:33;23:09:00;0,34;H;A1;23.07.2024;DOUGLASB;100026617;29.07.2024;REASTAKE;30000247;142
10066165;24.07.2024;SPEQ-TEMA-TL02;13294;12002212;24.07.2024;24.07.2024;2:37:01;3:00:00;0,38;H;A1;24.07.2024;DOUGLASB;100026618;29.07.2024;TRULIFT;30000247;142
10066166;24.07.2024;SPEQ-TEMA-TL06;13294;12002216;24.07.2024;24.07.2024;3:46:26;4:15:00;0,48;H;A1;24.07.2024;DOUGLASB;;29.07.2024;TRULIFT;30000247;142
10066167;24.07.2024;SPEQ-TEMA-T052;13263;12002180;24.07.2024;24.07.2024;8:59:00;9:20:00;0,35;H;A1;24.07.2024;LUISM;100026619;31.07.2024;TRACTERM;10000181;47
